1CH 1:1	លោក​អ​ដាំ លោក​សេ​ថ លោក​អេ​ណុស
JHN 13:3	ព្រះអង្គ​ជ្រាប​ថា ព្រះបិតា​បាន​ប្រទាន​អ្វី​ៗ​ទាំងអស់​ក្នុង​ព្រះហស្ត​របស់​ព្រះអង្គ ហើយ​ជ្រាប​ថា ព្រះអង្គ​បាន​យាង​មក​ពី​ព្រះជាម្ចាស់ ហើយ​ព្រះអង្គ​នឹង​ត្រឡប់ទៅ​ឯ​ព្រះជាម្ចាស់​វិញ​។
JHN 13:4	ព្រះអង្គ​បាន​ក្រោក​ឡើង​ពី​អាហារ​ល្ងាច ហើយ​បាន​យក​សម្លៀកបំពាក់​ខាងក្រៅ​របស់​ព្រះអង្គ​។ បន្ទាប់មក​ព្រះអង្គ​បាន​យក​កន្សែង ហើយ​យក​វា​មក​ក្រវាត់​ខ្លួន​របស់​ព្រះអង្គ​។
JHN 13:5	បន្ទាប់មក ព្រះអង្គ​បាន​ចាក់ទឹក​ចូល​ទៅ​ក្នុង​ផើង​មួយ ហើយ​បាន​ចាប់ផ្តើម​លាង​ជើង​ពួក​សិស្ស ហើយ​យក​កន្សែង​ដែល​ចង​នៅនឹង​ខ្លួន​របស់​ព្រះអង្គ​មក​ជូត​។
JHN 13:6	ព្រះអង្គ​បាន​មក​ឯ​លោក​ស៊ី​ម៉ូ​នពេ​ត្រុ​ស ហើយ​លោក​ពេត្រុស​បាន​ទូល​ទៅ​ព្រះអង្គ​ថា​៖ «ព្រះអម្ចាស់​អើយ តើ​ព្រះអង្គ​នឹង​លាង​ជើង​ទូលបង្គំ​ឬអី?»
JHN 13:7	ព្រះយេស៊ូ​ឆ្លើយ ហើយ​មាន​បន្ទូល​ទៅ​គាត់​ថា​៖ «អ្វី​ដែល​ខ្ញុំ​កំពុង​ធ្វើ អ្នក​មិន​យល់​ទេ​នៅពេល​នេះ ប៉ុន្តែ អ្នក​នឹង​យល់​ការ​នេះ​នៅពេល​ក្រោយ»។
JHN 13:8	លោក​ពេត្រុស​ទូល​ទៅ​ព្រះអង្គ​ថា​៖ «ព្រះអង្គ​មិន​ត្រូវ​លាង​ជើង​ទូលបង្គំ​ទេ»។ ព្រះយេស៊ូ​ឆ្លើយ​ទៅ​គាត់​ថា​៖ «ប្រសិនបើ ខ្ញុំ​មិន​លាង​ជើង​អ្នក អ្នក​គ្មាន​ចំណែក​អ្វី​ជាមួយ​ខ្ញុំ​ទេ»។
JHN 13:9	លោក​ស៊ី​ម៉ូ​នពេ​ត្រុ​សទូល​ទៅ​ព្រះអង្គ​ថា​៖ «ព្រះអម្ចាស់​អើយ សូមកុំ​គ្រាន់តែ​លាង​ជើង​ទូលបង្គំ​ឡើយ ប៉ុន្តែ សូម​លាងដៃ និង​ក្បាល​របស់​ទូលបង្គំ​ផង»។
JHN 13:10	ព្រះយេស៊ូ​មាន​បន្ទូល​ទៅ​គាត់​ថា​៖ «អ្នក​ដែល​ងូតទឹក​រួចហើយ​មិន​ចាំបាច់​ទេ លាង​តែ​ជើង​របស់​អ្នកនោះ​ទៅ​បាន​ហើយ អ្នកនោះ​បាន​ស្អាត​ទាំងស្រុង​ហើយ​។ អ្នក​ស្អាត​ហើយ ប៉ុន្តែ អ្នក​ផ្សេង​ទេ​ដែល​មិន​ស្អាត»។
JHN 13:11	(ដើម្បី​ព្រះយេស៊ូ​ជ្រាប​ថា អ្នកណា​នឹង​ក្បត់​ព្រះអង្គ ហេតុដូច្នេះ ហើយ​បាន​ជា​ព្រះអង្គ​មាន​បន្ទូល​ថា​៖ «អ្នករាល់គ្នា​មិន​ស្អាត​ទាំងអស់គ្នា​ទេ»)។
JHN 13:12	នៅពេល​ព្រះយេស៊ូ​បាន​លាង​ជើង​ពួកគេ​ដូច្នេះ ហើយ​បាន​យក​សម្លៀកបំពាក់​របស់​ព្រះអង្គ​មក​ពាក់ ហើយ​គង់នៅ​តុ​អាហារ​វិញ ព្រះអង្គ​មាន​បន្ទូល​ទៅ​ពួកគេ​ថា​៖ «តើ​អ្នកដឹង​អ្វី​ដែល​ខ្ញុំ​កំពុង​ធ្វើជា​មួយ​អ្នករាល់គ្នា​ទេ?
JHN 13:13	អ្នក​រាល់​ហៅ​ខ្ញុំ​ថា​៖ «លោកគ្រូ» ឬ «ព្រះអម្ចាស់» អ្នករាល់គ្នា​និយាយ​នោះ​ត្រូវហើយ ខ្ញុំ​អ៊ីចឹង​មែន​។
JHN 13:14	ប្រសិនបើ​ខ្ញុំ ជា​ព្រះអម្ចាស់ និង​ជា​គ្រូ បាន​លាង​ជើង​អ្នករាល់គ្នា អ្នក​ក៏​ត្រូវ​លាង​ជើង​ដល់គ្នា​ទៅវិញទៅមក​ដែរ​។
JHN 13:15	ដ្បិត ខ្ញុំ​បាន​ធ្វើជា​គំរូ​ដល់​អ្នករាល់គ្នា​ហើយ អ្នករាល់គ្នា​ត្រូវ​ធ្វើ​ដូច្នេះ​បាន​ធ្វើ​ដល់​អ្នករាល់គ្នា​ដែរ​។
JHN 13:16	ពិត​ណាស់ ខ្ញុំ​ប្រាប់​អ្នករាល់គ្នា​ជា​ប្រាកដ​ថា អ្នកបម្រើ​មិនធំ​ជា​ម្ចាស់​របស់​ខ្លួន​ឡើយ ឬ​អ្នកនាំសារ​ក៏​មិនធំ​ជាង​អ្នក​ដែល​ចាត់​គាត់​ឲ្យ​មក​នោះ​ទេ​។
JHN 13:17	ប្រសិនបើ អ្នករាល់គ្នា​ស្គាល់​ការ​ទាំងនេះ អ្នក​នឹង​មាន​ពរ ប្រសិនបើ អ្នករាល់គ្នា​ធ្វើការ​ទាំងនោះ​។
JHN 13:18	ខ្ញុំ​មិន​និយាយ​ពី​អ្នករាល់គ្នា​ទេ ខ្ញុំ​ដឹង​អស់អ្នក​ដែល​ខ្ញុំ​បាន​ជ្រើសរើស ប៉ុន្តែ ការ​នេះ​អាច​កើតឡើង​ដូច្នេះ ដើម្បីឲ្យ​បានសម្រេច​តាម​បទ​គម្ពីរ​ថា​៖ «អ្នក​ដែល​បរិភោគ​នំប៉័ង​ខ្ញុំ បាន​លើក​កែងជើង​របស់​គាត់​ទាស់​នឹង​ខ្ញុំ»។
JHN 13:19	ខ្ញុំ​ប្រាប់​អ្នករាល់គ្នា​នៅពេល​នេះ មុន​ពេល​វា​កើតឡើង ដើម្បី​នៅពេល​វា​កើតឡើង អ្នក​អាច​ជឿ​ថា ខ្ញុំ​ជា​ព្រះ​។
JHN 13:20	ពិត​ណាស់ ខ្ញុំ​ប្រាប់​អ្នករាល់គ្នា​ជា​ប្រាកដ​ថា អស់អ្នក​ណា​ដែល​ទទួល​អ្នក​ដែល​ខ្ញុំ​ចាត់​ឲ្យ​ទៅ ទទួល​ខ្ញុំ​ដែរ ហើយ​អស់អ្នក​ណា​ដែល​ទទួល​ខ្ញុំ ទទួល​ព្រះអង្គ​ដែល​ចាត់​ខ្ញុំ​ឲ្យ​មក​ដែរ​។
JHN 13:21	នៅពេល​ព្រះយេស៊ូ​មាន​បន្ទូល​ការ​នេះ​រួចហើយ ព្រះអង្គ​មានការ​ខ្វល់ខ្វាយ​ក្នុង​វិញ្ញាណ​។ ព្រះអង្គ​បាន​ធ្វើ​បន្ទាល់ ហើយ​មាន​បន្ទូល​ថា​៖ «ពិត​ណាស់ ខ្ញុំ​ប្រាប់​អ្នករាល់គ្នា​ជា​ប្រាកដ​ថា មាន​ម្នាក់​ក្នុងចំណោម​អ្នករាល់គ្នា​ក្បត់​ខ្ញុំ»។
JHN 13:22	ពួក​សិស្ស​មើល​គ្នា​ទៅវិញទៅមក ងឿងឆ្ងល់​ថា​ព្រះអង្គ​កំពុង​មាន​បន្ទូល​ពី​អ្នកណា​។
JHN 13:23	សិស្ស​ម្នាក់​នៃ​ពួក​សិស្សរបស់​ព្រះអង្គ ជា​អ្នក​ដែល​ព្រះអង្គ​ស្រឡាញ់ កំពុងតែ​អង្គុយតុ​នៅ​ជិត​ព្រះយេស៊ូ​។
JHN 13:24	លោក​ស៊ី​ម៉ូ​នពេ​ត្រុ​ស បាន​ធ្វើសញ្ញា​ទៅ​សិស្ស​នោះ ហើយ​និយាយ​ថា​៖ «សួរ​ព្រះអង្គ​មើល ព្រះអង្គ​កំពុង​និយាយ​អំពី​អ្នកណា?»។
JHN 13:25	ដូច្នេះ គាត់​បាន​ផ្អែក​ទៅ​ជិត​ព្រះយេស៊ូ​ហើយ​និយាយទៅ​កាន់​ព្រះអង្គ​ថា «ព្រះអង្គ​ម្ចាស់​អើយ តើ​អ្នកនោះ​ជា​អ្នកណា?»
JHN 13:26	បន្ទាប់មក ព្រះយេស៊ូ​ឆ្លើយ​ថា​៖ «គឺជា​ម្នាក់​ដែល​ខ្ញុំ​នឹង​ជ្រលក់​នំប៉័ង​មួយដុំ ហើយ​ឲ្យ​ទៅ​អ្នកនោះ»។ ដូច្នេះ នៅពេល​ព្រះអង្គ​បាន​ជ្រលក់​នំប៉័ង​រួចហើយ ព្រះអង្គ​បាន​ប្រទាន​ទៅ​លោក​យូដាស‌ជា​កូន​របស់​លោក​ស៊ី​ម៉ូន​អ៊ី​ស្កា‌រី​យ៉ុ​ត​។
JHN 13:27	បន្ទាប់ពី​បាន​ទទួល​នំប៉័ង​ហើយ សាតាំង​បាន​ចូល​ទៅ​ក្នុង​គាត់ ដូច្នេះ ព្រះយេស៊ូ​មាន​បន្ទូល​ទៅ​គាត់​ថា​៖ «តើ​អ្នក​កំពុង​ធ្វើអ្វី ចូរ​ធ្វើ​វា​ឲ្យ​លឿន​ទៅ»។
JHN 13:28	អស់អ្នក​ដែល​អង្គុយ​នៅ​តុ គ្មាន​នរណា​ម្នាក់​ដឹង​ថា ហេតុអ្វីបានជា​ព្រះអង្គ​មាន​បន្ទូល​ការ​នេះ​ទៅ​គាត់​។
JHN 13:29	អ្នកខ្លះ​គិតថា ដោយសារ​លោក​យូដាស​ជា​អ្នក​កាន់​ថង់ប្រាក់ ព្រះយេស៊ូ​មាន​បន្ទូល​ទៅ​គាត់ «ឲ្យ​ទិញ​អ្វី​ដែល​យើង​ត្រូវការ សម្រាប់​ពិធីបុណ្យ»។ ឬ អាច​ឲ្យ​គាត់​ឲ្យ​អ្វីមួយ​ដល់​អ្នកក្រ​។
JHN 13:30	បន្ទាប់ពី​លោក​យូដាស​បាន​ទទួល​នំប៉័ង​ហើយ គាត់​ក៏​ចេញទៅ​ភ្លាម​។ ពេលនោះ​យប់​ហើយ​។
JHN 13:31	នៅពេល​លោក​យូដាស​ចេញផុត​ទៅ ព្រះយេស៊ូ​មាន​បន្ទូល​ថា​៖ «ឥឡូវនេះ បុត្រ​របស់​មនុស្ស​ត្រូវ​ទទួល​សិរីរុងរឿង ហើយ​ព្រះជាម្ចាស់​បាន​ទទួល​សិរីរុងរឿង​បាន​តាមរយៈ​ព្រះអង្គ​ដែរ​។
JHN 13:32	ព្រះជាម្ចាស់​នឹង​តម្កើង​ព្រះអង្គ​នៅក្នុង​អង្គ​ទ្រង់​ផ្ទាល់ ហើយ​ទ្រង់​នឹង​តម្កើង​ព្រះអង្គ​ភ្លាម​។
