#desc	2022 version of the <a href="https://play.google.com/store/apps/details?id=com.optimiskh.chuonnathdictionary&hl=en-US">Chuon Nath Digital Dictionary</a>
#priority	1
#word	khph	def
មោក្ខោបាយ	[មោក-ខោ-បាយ]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> មោក្ខុបាយ)។</li></ul>
មោក្ខៈ	[មោក-ខៈ]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> មោក្ខ)។</li></ul>
មោគ្គល្លាន	[មោក-គ័ល-លាន]	<ul><li>(<strong>បា.</strong>; <strong>សំ.</strong> មៅទ្គល្យាយន)<strong>ន.</strong> នាមព្រះថេរៈជាសាវ័កទី២(សាវ័កឆ្វេង) នៃព្រះសក្យមុនីគោតម; ហៅដោយដាក់ពាក្យថា មហាស៊ែមមកផងជា មហាមោគ្គល្លាន ក៏បាន; បកតិនាមរបស់ព្រះថេរៈអង្គនេះជា កោលិត លុះមកបួសក្នុងពុទ្ធសាសនា ព្រះបរមសាស្តាទ្រង់ត្រាស់ហៅថា មោគ្គល្លាន ព្រោះលោកជាបុត្រនៃព្រាហ្មណីឈ្មោះ មោគ្គល្លី ឬព្រោះលោកជា មោគ្គល្លានគោត្ត (កើតក្នុងត្រកូលមោគ្គល្លាន)។</li></ul>
មោឃ	[មោ-ឃៈ] ឬ [មោក]	<ul><li>(<strong>សំ.បា.</strong>)<strong>គុ.</strong> ដែលសោះសូន្យ, ឥតប្រយោជន៍, អសារឥតការ, ឥតអំពើ; ទទេ, ឃែត, ចោលម្សៀត<em> :អ្នកគ្រាន់បើ, ខ្ញុំមោឃ។</em></li></ul>
មោឃ!	[មោក]	<ul><li><strong>គុ.</strong> ចោលម្សៀត! ឬអាចោលម្សៀត! (<strong>ព.ទ្រ.</strong>)។</li></ul>
មោឃកម្ម	[មោ-ឃៈ-កាំ]	<ul><li><strong>ន.</strong> ការឥតប្រយោជន៍, ការឥតអំពើ។</li></ul>
មោឃជិណ្ណ	[មោ-ឃៈ-ជិន]	<ul><li><strong>ន.</strong> ចាស់ឥតអំពើ (ចាស់ត្នោតចាស់ដូង) គឺអ្នកដែលមានវ័យចាស់ហើយ តែជាមនុស្សពាលមិនស្គាល់ខុសត្រូវ; បើស្ត្រីជា មោឃជិណ្ណា ឬ មោឃព្រឹទ្ធា។</li></ul>
មោឃជិណ្ណា	[មោ-ឃៈ-ជិន-ណា]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> មោឃជិណ្ណ)។</li></ul>
មោឃបុរស	[មោ-ឃៈ-បុ-រ៉ស់]	<ul><li>(<strong>បា.</strong> មោឃបុរិស; <strong>សំ.</strong> មោឃបុរុឞ)<strong>ន.</strong> បុរសឥតអំពើ, បុរសសោះសូន្យ (ចាកប្រយោជន៍ឬចាកមគ្គផលដែលគួរបានក្នុងវេលានោះឬក្នុងជាតិនោះ), ប្រុសចោលម្សៀត។</li></ul>
មោឃព្រឹទ្ធ	[មោ-ឃៈ-ព្រឹត]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> មោឃជិណ្ណ)។</li></ul>
មោឃព្រឹទ្ធា	[មោ-ឃៈ-ព្រឹត-ធា]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> មោឃជិណ្ណ)។</li></ul>
មោឃភាព	[មោ-ឃៈ-ភាប]	<ol><li>ភាពពុំមានអានុភាពតាមផ្លូវច្បាប់នៃសកម្មភាពគតិយុត្ត។</li><li>ទណ្ឌកម្មដែលប្រកាសដោយចៅក្រមលុបបំបាត់ជាប្រតិសកម្មនូវលិខិតគតិយុត្តមិនបានបំពេញលក្ខខណ្ឌដែលច្បាប់កំណត់ឬសកម្មភាពណាមួយដែលផ្ទុយពីនីតិវិធីច្បាប់។</li></ol>
មោឃវាចា	[មោ-ឃៈ-វា-ចា]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> មោឃវាទ)។</li></ul>
មោឃវាទ	[មោ-ឃៈ-វាត]	<ul><li><strong>ន.</strong> ពាក្យឥតអំពើ, សម្ដីឥតប្រយោជន៍, សម្ដីចោលម្សៀត។</li></ul>
មោឃវាទិនី	[មោ-ឃៈ-វា-ទិ-នី]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> មោឃវាទី)។</li></ul>
មោឃវាទី	[មោ-ឃៈ-វា-ទី]	<ul><li><strong>ន.</strong> អ្នកដែលពោលពាក្យឥតប្រយោជន៍។(បើស្ត្រីជា មោឃវាទិនី)។</li></ul>
មោឃសញ្ញា	[មោ-ឃៈ-ស័ញ-ញ៉ា]	<ul><li><strong>ន.</strong> សញ្ញាឬសន្យាឥតអំពើ គឺសន្យាឥតប្រយោជន៍ទទេគ្មានផ្លូវសេចក្ដីនឹងសើរើ ឬប្ដឹងតវ៉ាបាន។</li></ul>
មោង	[មោង]	<ul><li><strong>ន.</strong> ដំបងធំវែងមានគល់ទ្រមីង, ត្មោងធំវែង<em> :ដើរកាន់មោង។</em></li><li><strong>ន.</strong> ឈ្មោះស្រុកមួយក្នុងខេត្តបាត់ដំបងប៉ែកខាងកើត ប្រទល់គ្នានឹងខេត្តពោធិ៍សាត់<em> :ស្រុកមោង។(កាលពីដើមច្រើនហៅថា មោងឫស្សី ព្រោះហៅភ្ជាប់ឈ្មោះស្រុកឫស្សីដែលនៅក្នុងអំណាចខ្លួននោះ ផង)។</em></li><li><strong>ន.</strong> ឈ្មោះស្ទឹងមួយក្នុងស្រុកមោងដែលហូរចុះទៅក្នុងទន្លេសាប<em> :ស្ទឹងមោង។</em></li></ul>
មោទកភាព	[មោ-ទៈ-កៈ-ភាប]	<ul><li>(<strong>សំ.បា.</strong> មោទក + ភាវ)<strong>ន.</strong> ភាពឬភាវៈជាអ្នករីករាយ, ភាវៈនៃសេចក្ដីត្រេកអរ, សេចក្ដីអរគុណ<em> :មានមោទកភាព។</em></li></ul>
មោទនភាព	[មោ-ទៈ-នៈ-ភាប]	<ul><li><strong>ន.</strong> ភាពជាទីគួរឱ្យកោតស្ញប់ស្ញែង ជាទីគួរឱ្យគោរពកោតសរសើរ<em> :គាត់មានមោទនភាពដោយកូនប្រឡងជាប់, អង្គរវត្តជាមោទនភាពជាតិខ្មែរ។</em></li></ul>
មោទនា	[មោ-ទៈ-នា]	<ul><li>(<strong>សំ.បា.</strong>)<strong>ន.</strong> ការរីករាយ, ការស្រស់ស្រាយសប្បាយចិត្ត, សេចក្ដីត្រេកអរ (<strong>ម.ប្រ.</strong>, ច្រើនប្រើ អនុមោទនា ជាង)។</li></ul>
មោទនៈ	[មោ-ទៈ-នៈ]	<ul><li><strong>គុ.</strong> ដែលជាទីរីករាយ ត្រេកអរ, ដែលជាទីគាប់ចិត្ត<em> :លទ្ធផលគួរជាទីមោទនៈ, សមិទ្ធផលថ្មីគួរជាទីមោទនៈ។</em></li></ul>
មោនភាព	[មោ-នៈ-ភាប]	<ul><li>(<strong>បា.</strong> មោន + ភាវ; <strong>សំ.</strong> មៅន)<strong>ន.</strong> ភាវៈស្ងៀម, ដំណើរស្ងៀម (មិនស្ដី)។(<strong>វេវ.</strong> តុណ្ហីភាព)។</li></ul>
មោនេយ្យភាព	[មោ-នៃ-យៈ-ភាប]	<ul><li>(<strong>បា.</strong> មោនេយ្យ)<strong>ន.</strong> ភាពឬភាវៈជាអ្នកប្រាជ្ញ, បែបបទឬសណ្ដាប់ធ្នាប់របស់អ្នកប្រាជ្ញ<em> :អ្នកប្រាជ្ញមានលម្អដោយមោនេយ្យភាព។</em></li></ul>
មោរកលាប	[មោ-រៈ-កៈ-ឡាប]	<ul><li>(<strong>បា.</strong> < មោរ ក្ងោក + កលាប សំណុំ, បាច់)<strong>ន.</strong> សំណុំឬបាច់កន្ទុយក្ងោក<em> :កាន់មោរកលាបរាំ។</em>
មោរ៉ា	[មោ-រ៉ា]	<ul><li>(<strong>ស.</strong> មោរា <strong>អ.ថ.</strong> ម៉ូរ៉ា)<strong>ន.</strong> ឈ្មោះថ្មកែវមួយប្រភេទមានសម្បុរឡាយ (ជាពួកត្បូង) ប្រើជា ម៉ូរ៉ា ក៏មាន (តាមទម្លាប់ហៅ)។</li></ul>
មោលី	[មោ-លី]	<ul><li>(<strong>បា.</strong> មោលិ; <strong>សំ.</strong> មៅលិ)១)ជុក, កំប៉ោយ; ផ្នួងសក់<em> :កាត់មោលី។</em></li></ul><ol><li>ខ្មែរហៅកំពូលស្រួចដែលធ្វើរបរស្មីកួចមូលលើព្រះសិរស៍ព្រះពុទ្ធរូបថា មោលី ដែរ<em> :ព្រះមោលី; សាងព្រះពុទ្ធរូបប្រាក់មោលីមាស។</em></li></ol>
មោហចិត្ត	[មោ-ហៈ-ចិត]	<ul><li><strong>ន.</strong> ចិត្តដែលលាយឡំដោយមោហៈ, ចិត្តងងឹតល្ងង់។</li></ul>
មោហន្ធ	[មោ-ហន់]	<ul><li>(<strong>សំ.</strong> <strong>បា.</strong> < មោហ សេចក្ដីវង្វេង, ... + អន្ធ ខ្វាក់ មនុស្សខ្វាក់)<strong>ន.</strong>, <strong>គុ.</strong> មោហៈដែលមានអាការៈដូចជាខ្វាក់ឬដូចជាមនុស្សខ្វាក់។ ប្រើជា <strong>គុ.</strong> ក៏មាន<em> :ចិត្តមោហន្ធ។</em>
មោហន្ធការ	[មោ-ហន់-ធៈ-កា]	<ul><li>(<strong>សំ.</strong> <strong>បា.</strong> < មោហ សេចក្ដីវង្វេង, ... + អន្ធការ សភាវៈដែលធ្វើឱ្យដូចជាខ្វាក់ គឺសេចក្ដីងងឹត, យប់)<strong>ន.</strong> មោហៈដែលដូចជាសេចក្ដីងងឹតឬដូចជាយប់, សេចក្ដីងងឹតសូន្យឈឹងពុំយល់ខុសត្រូវ<em> :កម្ចាត់បង់នូវមោហន្ធការ។</em>
មោហប្រព័ន្ធន៍	[មោ-ហ័ប-ប្រ-ព័ន]	<ul><li><strong>ន.</strong> ចំណងមោហៈ, មោហៈដែលចងឆ្វាក់; អ្នកដែលមានមោហៈចងឆ្វាក់។</li></ul>
មោហមូល	[មោ-ហៈ-មូល]	<ul><li><strong>ន.</strong> មោហៈដែលជាឫសអកុសល។</li></ul>
មោហាគតិ	[មោ-ហា-គៈ-តិ]	<ul><li>(<strong>សំ.</strong> <strong>បា.</strong> < មោហ + អគតិ)<strong>ន.</strong> ដំណើរលម្អៀងព្រោះមោហៈ គឺសេចក្ដីលម្អៀងបំពាក់បំពានព្រោះការមិនយល់ខុសត្រូវ<em> :វិនិច្ឆ័យក្ដីដោយមោហាគតិ។(</em><strong>ម.ព.</strong> អគតិ ផង)។
មោហោ	[មោ-ហោ]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> មោហៈ)។</li></ul>
មោហៈ	[មោ-ហៈ]	<ul><li>(<strong>សំ.បា.</strong> មោហ)<strong>ន.</strong> អវិជ្ជា, សេចក្ដីវង្វេង, សេចក្ដីល្ងង់ ឬភ័ន្តស្មារតីមិនយល់ការណ៍ពិត, មិនស្គាល់ខុសត្រូវ<em> :និយាយថា មោហ៍ ឬ មោហា ក៏មាន ដូចជា មោហ៍គ្រប, មោហ៍បាំង, មោហោគ្រប គឺងងឹតវិងស៊ុងភ្លេចស្មារតីភ័ន្តច្រឡំ ពុំយល់ការខុសត្រូវបណ្ដាលឱ្យធ្វើអំពើអាក្រក់ឥតញញើត។</em></li></ul>
មោហ៍	[មោ]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> មោហៈ)។</li></ul>
មោហ៍បាំង	[មោ-បាំង]	<ul><li><strong>ន.</strong> សេចក្ដីងងឹតល្ងង់បិទរាំងប្រាជ្ញាមិនឱ្យយល់ការពិត។ ពាក្យនេះខ្មែរយើងច្រើននិយាយអំពីកំហឹងខ្លាំងដែលទប់មិនទាន់ ឬអំពីការប្រព្រឹត្តកន្លងបវេណី កន្លងច្បាប់ ដោយភាន់ច្រឡំភ្លេចស្មារតីមិនយល់ការខុសត្រូវ។</li></ul>
