rembau	<p-n>M</p-n> <i>adat</i> – matriarchy.
rembia	 → RUMBIA.
rembih merembih	to trickle/drip down, flow.
rembuk and rembug	<p-n>Jv</p-n> deliberation, consultation, discussion, conference. – <i>désa</i>/<i>kampung</i> a meeting of the elders and leaders of a village. –<i>nasional</i> national deliberations.<br><p-l>berembuk </p-l>to discuss, hold discussions, confer, deliberate, con- sult. <i>Ia</i> <i>akan</i> ~ <i>dulu</i> <i>dengan</i> <i>kawan</i>-<i>kawannya</i>. He’ll hold dis- cussions with his friends first.<br><p-l>me(<b>mpe</b>)<b>rembukkan</b> </p-l>to discuss s.t.<br><p-l>rembukan </p-l>discussions. <i>Sebelum</i> <i>DPR</i> <i>mengembalikan</i> <i>RUU</i> <i>ke</i>- <i>pada</i> <i>Pemerintah</i> <i>terlebih</i> <i>dulu</i> <i>diadakan</i> ~ <i>antara</i> <i>pimpinan</i> <i>fraksi</i> <i>dan</i> <i>pimpinan</i> <i>déwan</i>. Before Parliament returns the Draft Bill to the Government, discussions are first held be- tween leaders of the factions and Parliament leaders.<br><p-l>perembukan </p-l>discussions, deliberations, conference, consultation.
rembulan	<p-n>Jv</p-n> moon.
rembunai	 <br><p-l>1 </p-l><p-n>cla</p-n> average (of a person’s size or height). <br><p-l>2 </p-l><p-n>bio</p-n> low- growing.
rembunia	 → REMENIA.
remburs	<p-n>D</p-n> <br><p-l>1 </p-l>cash on delivery, COD. <br><p-l>2 </p-l>reimbursement.
rembus	 → EMBUS I.
rembut I	<b1>terembut</b1>-<br><p-l>rembut </p-l>to flicker, glitter, twinkle. <i>Pelita</i>-<i>pelita</i> <i>itu</i> <i>menyala</i> ~. The oil lamps were flickering.
rembut II	<p-n>J</p-n> <br><p-l>berembut-<b>rembut</b> </p-l>to struggle to get a glimpse of s.t.;\ns REBUT.
rembéga	a medicinal shrub, madar, giant milkweed, <i>Calotropis</i> <i>gi</i>- <i>gantea</i>.
remen	<p-n>Jv</p-n> to like.
remeng	<p-n>Jv</p-n> → REMANG III.
remenia	a tree with edible fruit which provides timber for building materials, <i>Bouea</i> <i>burmanica</i>/<i>macrophylla</i>.
remetuk	(<i>burung</i> –) golden-bellied gerygone, <i>Gerygone</i> <i>sulphurea</i>.
remi and rémi	<p-n>D</p-n> rummy (the card game).
remiak	 → RIAK <i>remiak</i>.
remis I and remise	<p-n>D</p-n> (in chess) a draw, tie. <i>bermain</i> – to draw, tie. <i>ditahan</i> – held to a draw.
remis III	a small, edible, sand-dwelling bivalve, <i>Corbicula</i> <i>spp</i>.
remis IV	<p-n>D</p-n> depot (of a tramway, etc.).
remis V	<p-n>col</p-n> a half-cent coin.
remis(e) II	<p-n>D</p-n> remittance (of money).
rempa	<p-n>cla</p-n> <br><p-l>merempa </p-l>to hit.
rempah I	<b1>merempah</b1> <br><p-l>1 </p-l>to run through trampling on ( plants, etc.). <br><p-l>2 </p-l>to roam, rove, wander. <br><p-l>3 </p-l>to clear away (weeds/undergrowth, etc.).
rempah II	 <br><p-l>1 </p-l>spices (as a commercial object). – <i>aromatik</i> a blend of peppermint, lavender, cloves, and thyme. – <i>pawah</i>/<i>perawis</i>/ <i>piah</i> all k.o. spices. <br><p-l>2 </p-l>ingredients (in medicinal drugs). – <i>ratus</i> various ingredients (of a medicine, etc.).<br><p-l>rempah-<b>rempah</b> </p-l>all k.o. spices.<br><p-l>merempah </p-l>to spice s.t.<br><p-l>merempah(-<b>rempah</b>)<b>i</b></p-l> <br><p-l>1 </p-l>to season, spice, flavor. <i>Ia</i> <i>pandai</i> ~ <i>ber</i>- <i>bagai</i> <i>masakan</i>. He’s good at flavoring various dishes. <br><p-l>2 </p-l><p-n>ob</p-n> to embalm.<br><p-l>perempah</p-l> <br><p-l>1 </p-l>seasoning, flavoring. <i>Lada</i> <i>hitam</i> ~ <i>daging</i>. Black pepper is a seasoning for meat. <br><p-l>2 </p-l><p-n>ob</p-n> embalmer.
rempah III	<p-n>Jv</p-n> beef and coconut patties.
rempah IV	to collapse and fall down; → REBAH <i>rémpah</i>.
rempak I	<b1>berempak</b1> in rows/files/lines.<br><p-l>serempak(-<b>serempak</b>) </p-l>altogether, all at once, in unison, simul- taneously. <br><p-l>menyerempak </p-l>a) to overpower, overwhelm, crush, subdue. b) to attack in unison. <br><p-l>menyerempakkan </p-l>to synchro- nize. <br><p-l>keserempakan </p-l>unison, synchronization. ~ <i>kerja</i> team- work. <br><p-l>terserempak </p-l>overpowered, overwhelmed, etc.<br><p-l>merempak </p-l>to run toward the same goal.
rempak II	 → RAMPAK I.
rempang	eccentric.
rempela	<p-n>Jv</p-n> gizzard.
rempelas	sandpaper (leaf ); → EMPELAS. <i>akar</i> – k.o. shrub (leaves are used as an abrasive), stone leaf, <i>Tetracera</i> <i>scandens</i>.
rempelu and rempelo	gall; → EMPEDU. <i>dikéi</i> <i>ati</i> <i>ngrogoh</i> <i>rempelo</i>\n<p-n>Jv</p-n> give him an inch and he’ll take an ell.
rempenai	a small tree whose leaves are made into a remedy against scabies, shoe button, <i>Ardisia</i> <i>humilis</i>.
remplas	 → REMPELAS.
rempu	 → REMUK <i>rempu</i>.
rempuh merempuh	to rush against, force a way through/into, jostle\nj MENEMPUH. <i>Oléh</i> <i>karena</i> <i>tikét</i> <i>telah</i> <i>habis</i> <i>terjual</i>, <i>beberapa</i> <i>orang</i> <i>telah</i> <i>mencoba</i> ~ <i>masuk</i> <i>ke</i> <i>dalam</i> <i>stadion</i>. Because the tickets were sold out, some people tried to force their way into the stadium.
rempuk	 → REMBUK.
rempus	 → RAMPUS.
rempéyék	<p-n>Jv</p-n> <br><p-l>1 </p-l>peanuts fried in spiced batter, k.o. peanut brittle;\nb PÉYÉK <i>kacang</i>. <br><p-l>2 </p-l>fritter. – <i>jagung</i> corn fritter. – <i>udang</i> shrimp fritter.
remujung	a plant whose leaves can be used as a medicine against dia- betes, cat’s whiskers, <i>Orthosiphon</i> <i>grandiflorus</i>; → KUMIS <i>kucing</i>.
remuk	 <br><p-l>1 </p-l>crushed, smashed, broken into very small pieces. <br><p-l>2 </p-l>to make small, reduce in size, diminish (by hauling/pressing, etc.). – <i>hati</i>\nto fall apart (emotionally/mentally). – <i>redam</i> smashed to bits, shattered. <bi>meremuk</bi>-<bi>redamkan</bi> to smash to bits. – <i>rempu</i> smashed to bits. – <i>rengsa</i> to suffer, feel miserable.<br><p-l>remuk-<b>remuk</b> </p-l>totally crushed/smashed. <br><p-l>meremuk(<b>kan</b>) </p-l>to crush, smash to bits. <br><p-l>remukan </p-l>s.t. crushed.<br><p-l>keremukan </p-l>destruction, breaking up into pieces.<br><p-l>peremuk </p-l>crusher (the device).<br><p-l>peremukan </p-l>crushing, smashing to bits, shattering.
remunai	 → REMBUNAI.
remunggai	horseradish tree, <i>Moringa</i> <i>oleifera</i>.
remuni	 → REMBUNAI.
ren-ren-ren	<p-n>onom</p-n> sound made by revving a motorcycle engine.
rena	<p-n>ob</p-n> → RONA, WARNA.
renah	(in Jambi) village; → DÉSA.
renai	<p-n>M</p-n> <i>hujan</i> –(.–) drizzle; → RENYAI.
renang	(in compounds) swim(ming), stroke. <i>kolam</i> – swimming pool. <i>pakaian</i> – bathing suit, swimsuit. <i>perlombaan</i> – swimming match. – <p-n>gaya</p-n> <i>bébas</i> freestyle. – <p-n>gaya</p-n> <i>dada</i> breaststroke. – <i>indah</i>/<i>keindahan</i> synchronized/exhibition swimming. – <i>katak</i>/ <i>kodok</i> breaststroke. – <p-n>gaya</p-n> <i>kupu</i>-<i>kupu</i> butterfly stroke. – <i>me</i>- <i>nelentang</i>/<i>punggung</i> backstroke.<br><p-l>berenang </p-l>to swim, go swimming, take a swim. <i>mengajar</i> <i>itik</i> ~ to carry coals to Newcastle. ~ <i>gaya</i> <i>dada</i> and ~ <i>kodok</i> to swim using the breaststroke. ~ <i>te</i><p-n>r</p-n><i>lentang</i> to swim using the backstroke.<br><p-l>berenangan </p-l>(<i>pl</i> <i>subj</i>) to swim.<br><p-l>merenangi</p-l> <br><p-l>1 </p-l>to swim across/over/to. ~ <i>selat</i> <i>sepanjang</i> <i>setengah</i> <i>kilométer</i> to swim across a half-kilometer-long strait. ~ <i>orang</i> <i>yang</i> <i>tenggelam</i> <i>itu</i> to swim over to a drowning person. <br><p-l>2 </p-l>to experience, go through. ~ <i>liku</i>-<i>liku</i> <i>kehidupan</i> to go through the ups and downs of life.<br><p-l>merenangkan</p-l> <br><p-l>1 </p-l>to let/have swim. <br><p-l>2 </p-l>to carry s.o. while swim- ming. <i>Ia</i> ~ <i>anak</i> <i>yang</i> <i>hanyut</i> <i>itu</i>. He swam with the child who was carried away in the current.<br><p-l>perenang </p-l>swimmer.
rencah I	– <i>jebak</i> quagmire.<br><p-l>merencah</p-l> <br><p-l>1 </p-l>to wade through. <i>Ia</i> <i>tidak</i> <i>mau</i> ~ <i>lumpur</i> <i>jalan</i> <i>itu</i>. He didn’t want to wade through the mud in the street. <br><p-l>2 </p-l>to defy, dare, face (up to), brave. ~ <i>bahaya</i> <i>dan</i> <i>kesukaran</i> to face dan- gers and hardships. <br><p-l>3 </p-l>to break up the soil or rice fields by having buffaloes trample on them. <i>Sawahnya</i> <i>baru</i>-<i>baru</i> <i>ini</i> <i>direncah</i> <i>dengan</i> <i>beberapa</i> <i>kerbau</i>. His rice fields were recently broken up by buffaloes.<br><p-l>terencah </p-l><p-n>M</p-n> <br><p-l>1 </p-l>overstepped, transgressed. <br><p-l>2 </p-l>trodden (upon).
rencah II	<b1>merencah</b1> <br><p-l>1 </p-l>inconstant, fickle. <br><p-l>2 </p-l>to skip from one subject to another; to try to do so many things that nothing gets done, to flit from job to job.
rencah III	spices, ingredients. <br><p-l>merencah </p-l>to season, flavor, spice. <br><p-l>perencah </p-l>seasoning, flavoring.
rencak I	a large pan.
rencak II	<p-n>ob</p-n> <br><p-l>merencak </p-l>to paddle.
rencam	<p-n>Skr</p-n> <br><p-l>merencam </p-l>~ <i>mata</i> confusing (to the sight).
rencana	<p-n>Skr</p-n> <br><p-l>1 </p-l>plan, schedule, program; proposal. <i>sesuai</i> <i>dengan</i> –\non schedule. <i>tinggal</i> <i>dalam</i> – <i>saja</i> is still in the planning stage.\n“<i>Kapan</i> – <i>nikah</i>?” “<i>Tak</i> <i>tahu</i>, <i>entah</i> <i>kapan</i>.” “When do you plan to get married?” “I don’t know when.” <i>dengan</i> – <i>lebih</i> <i>dahulu</i> with premeditation. <br><p-l>2 </p-l>draft, rough copy (of a letter, etc.). – <i>surat</i> <i>itu</i> <i>disimpan</i> <i>di</i> <i>dalam</i> <i>map</i>. The rough copy of the letter was kept in a file folder. <br><p-l>3 </p-l>story. – <i>kuno</i> an old story. <br><p-l>4 </p-l>account, re- port. <br><p-l>5 </p-l>agenda. <i>Usul</i> <i>yang</i> <i>tercantum</i> <i>dalam</i> – <i>itu</i> <i>akan</i> <i>dibi</i>- <i>carakan</i> <i>malam</i> <i>ini</i>. The suggestion placed on the agenda will be discussed this evening. <br><p-l>6 </p-l>article, working paper. <i>tajuk</i> – editorial. <br><p-l>7 </p-l>dictation; → DIKTÉ, IMLAH. – <i>tinggal</i> – <i>saja</i> plans just remained plans. – <i>anggaran</i> <i>belanja</i> budget proposal. – <i>babon</i> master plan.\n– <i>buta</i> a not-too-carefully-thought-out plan. – <i>induk</i> master plan.\n　– <i>kerja</i> work program/schedule. – <i>lima</i> <i>tahun</i> five-year plan. – <i>kota</i> urban planning. – <i>operasi</i> [rénop] operational plan. – <i>peker</i>- <i>jaan</i> a) work program/schedule. b) tender documents, specifications. – <i>pelajaran</i> curriculum. – <i>Pembangunan</i> <i>Lima</i> <i>Tahun</i> [Répélita] Five-year Development Plan. – <i>Pembangunan</i> <i>Tahunan</i> [Répéta] Annual Development Plan. – <i>perjalanan</i> itin- erary. – <i>rapat</i> agenda of a meeting. – <i>rinci</i> detailed plan. – <i>straté</i>- <i>gis</i> [rénstras] strategic plan. – <i>surat</i> contents of a letter. – <i>tapak</i> site plan. – <i>terinci</i> detailed plan. – <i>Umum</i> <i>Tata</i> <i>Ruang</i> [RUTR] general plan for spatial planning. – <i>Undang</i>-<i>Undang</i> [RUU] bill (in parliament), Draft Bill. – <i>urgénsi</i> urgency program. – <i>usaha</i> <i>tani</i> farm program. – <i>usul</i> draft proposal. – <i>waktu</i> time schedule. <br><p-l>berencana </p-l>with a plan; planned, premeditated. <i>keluarga</i> ~ fam- ily planning, planned parenthood. <i>pembunuhan</i> ~ premedi- tated murder. <i>secara</i> ~ <i>dan</i> <i>sengaja</i> premeditated, with malice\naforethought.<br><p-l>merencana</p-l> <br><p-l>1 </p-l><p-n>ob</p-n> to narrate, relate. <br><p-l>2 </p-l>to arrange, plan. <i>Pada</i> <i>sékré</i>- <i>tariat</i> <i>itu</i> <i>pula</i> <i>kegiatan</i> <i>direncana</i> <i>pelaksanaannya</i>. At the sec- retariat actions for implementation were also arranged.<br><p-l>merencanakan </p-l>[and <br><p-l>ngerencanain </p-l>(<i>J</i> <i>coq</i>)] <br><p-l>1 </p-l>to draft/write a re- port/letter. ~ <i>surat</i> to draft a letter. <br><p-l>2 </p-l>to plan. ~ <i>pembangunan</i> <i>kota</i> to plan city development. <br><p-l>3 </p-l>to report, tell, relate. <br><p-l>4 </p-l>to have in mind, intend (to use); allocate, appropriate. ~ <i>uang</i> <i>ini</i> <i>untuk</i> <i>membeli</i> <i>beras</i> to allocate this money for purchasing rice. <br><p-l>5 </p-l>to arrange, design, schedule, plot. <i>direncanakan</i> <i>tiba</i> estimated time of arrival, ETA. <i>direncanakan</i> <i>dibuka</i> scheduled to open. <i>tidak</i> <i>direncanakan</i> unintended. <br><p-l>6 </p-l>to propose. <br><p-l>7 </p-l>to dictate.<br><p-l>terencana </p-l>planned, premeditated. <i>pembunuhan</i> ~ premeditated murder. <br><p-l>keterencanaan </p-l>planning.<br><p-l>perencana </p-l>planner, designer. ~ <i>kota</i> city planner. ~ <i>lingkungan</i>\nenvironmental planner.<br><p-l>perencanaan </p-l>planning, design. <i>Badan</i> ~ <i>Pembangunan</i> <i>Nasional</i> [Bap( p)enas] National Development Planning Board. ~ <i>dan</i> <i>penerangan</i> planning and information. ~ <i>dari</i> <i>bawah</i> bottom-up planning. ~ <i>keluarga</i> family planning, planned parenthood. ~ <i>ketenagakerjaan</i> <i>nasional</i> national manpower planning. ~ <i>kori</i>- <i>dor</i> <i>transportasi</i> <i>secara</i> <i>terpadu</i> integrated transportation-corri- dor planning. ~ <i>kota</i> city/town planning. ~ <i>pengembangan</i> <i>wilayah</i> <i>sungai</i> river-basin development planning. ~ <i>penggunaan</i> <i>tanah</i> land-use planning. ~ <i>secara</i> <i>badan</i> <i>usaha</i> corporate plan- ning. ~ <i>secara</i> <i>meningkat</i> incremental planning. ~ <i>sumber</i> <i>daya</i> <i>manusia</i> manpower planning. ~ <i>sumber</i> <i>daya</i> <i>otak</i> brain-power planning. ~ <i>tangkal</i> contingency planning. ~ <i>tataguna</i> <i>tanah</i> land-use planning. ~ <i>tenaga</i> <i>kerja</i> manpower planning.
rencang	<p-n>onom</p-n> clanging.
rencat	<p-n>ob</p-n> ) BENCAT, GENCAT. <br><p-l>terencat </p-l>stopped, halted, held back. <i>Kerjanya</i> ~ <i>karena</i> <i>air</i> <i>pasang</i>. His work was halted by the high tide.
rencik	 → RECIK.
rencis merencis	to sprinkle (with water, etc.); → RENJIS.
rendah I	 <br><p-l>1 </p-l>low (off the ground), low-hanging, short. <i>Ia</i> <i>tidak</i> <i>dapat</i> <i>memetik</i> <i>buah</i> <i>mangga</i> <i>yang</i> – <i>itu</i>. He couldn’t pick the low-hang- ing mangos. <br><p-l>2 </p-l>low/soft (of sounds). <i>Ia</i> <i>berbicara</i> <i>dengan</i> <i>suara</i> <i>yang</i> –. He spoke in a low voice. <br><p-l>3 </p-l>humble, modest. <i>Ia</i> <i>tetap</i> – <i>hati</i>. He remained humble. <br><p-l>4 </p-l>cheap, inexpensive, low in price. <i>Pada</i> <i>masa</i> <i>dahulu</i> <i>komoditi</i> <i>ini</i> <i>harganya</i> <i>sangat</i> –. In the past these commodities were low in price. <br><p-l>5 </p-l>low (in amount or price), little, under-. <i>meréka</i> <i>yang</i> <i>berpenghasilan</i> – those with low in- comes. –<i>nya</i> <i>penggunaan</i>/<i>pemanfaatan</i> underutilization. <br><p-l>6 </p-l>pri- mary, low-level. <i>sekolah</i> – elementary school; → SEKOLAH <i>dasar</i>. <br><p-l>7 </p-l>low (of humble rank or position). <i>Dari</i> <i>pangkat</i> <i>yang</i> – <i>ia</i> <i>cepat</i> <i>naik</i> <i>ke</i> <i>pangkat</i> <i>yang</i> <i>tinggi</i> <i>sekali</i>. From a low rank he quickly climbed to a very high rank. <br><p-l>8 </p-l>low, poor (in quality), inferior. <i>ba</i>- <i>rang</i>-<i>barang</i> <i>yang</i> <i>bermutu</i> – low-quality goods. <i>memandang</i> – a) to disparage, have a low opinion of. b) to underestimate, un- dervalue, underrate. – <i>budi</i> immoral, of low morals. – <i>diri</i> infe- rior (feelings). – <i>harapan</i> hopeless. – <i>hati</i> humble, modest, unassuming, not arrogant. <bi>kerendah</bi>-<bi>hatian</bi> modesty, humility.\n– <i>pengawakan</i> small of stature. – <i>rezeki</i> it’s easy to make a living.<br><p-l>merendah</p-l> <br><p-l>1 </p-l>to descend, come/go down; to get lower (in volume). <i>Dengkurnya</i> ~. The sound of his snoring got lower. <i>Pesawat</i> <i>ter</i>- <i>bang</i> <i>itu</i> ~. The airplane descended. <br><p-l>2 </p-l>to be humble, humble o.s., act modest. <i>Sifatnya</i> <i>yang</i> <i>selalu</i> ~ <i>itu</i> <i>mendatangkan</i> <i>banyak</i> <i>kawan</i> <i>kepadanya</i>. His modest attitude brought him many friends. <i>bersikap</i> ~ to be humble, modest, low-key.<br><p-l>merendahkan</p-l> <br><p-l>1 </p-l>to bring down, lower, reduce, make lower. <br><p-l>2 </p-l>to humble, downgrade, humiliate, scorn, put down. ~ <i>diri</i> a) to lean forward so as not to be higher than s.o. else. b) to humble o.s., demean o.s., stoop so low as to.<br><p-l>rendahan </p-l>subordinate, lower ( personnel/staff, etc.), low-ranking.\n<i>pegawai</i> ~ low-ranking employee.<br><p-l>kerendahan</p-l> <br><p-l>1 </p-l>lowness. <br><p-l>2 </p-l>low-lying (land). ~ <i>budi</i> immorality. ~ <i>hati</i> modesty, humility. <i>dengan</i> <i>segala</i> ~ <i>hati</i> with all due respect.<br><p-l>perendahan </p-l>humiliation, mortification; lowering.
rendah II	noisy, uproarious. <i>riuh</i> – uproar, din; noisy, boisterous.
rendam	immerse, soak.<br><p-l>berendam</p-l> <br><p-l>1 </p-l>to bathe, immerse o.s. in water; be immersed/sub- merged/soaked in a liquid, wallow. <i>Kerbau</i> <i>itu</i> <i>suka</i> ~ <i>dalam</i> <i>lumpur</i>. Buffaloes like to wallow in mud. ~ <i>sesajak</i> <i>air</i>, <i>berpaut</i> <i>sejengkal</i> <i>tali</i> to get into hot water, be in a fix. <br><p-l>2 </p-l>to stay in one place all the time.<br><p-l>merendam </p-l>to soak, put s.t. into a liquid for some time. ~ <i>baju</i>- <i>nya</i> <i>yang</i> <i>kotor</i> <i>di</i> <i>dalam</i> <i>air</i> <i>sabun</i> to soak one’s dirty shirt in soapy water. <i>direndam</i> <i>tak</i> <i>basah</i> a) very cunning/sly. b) a de- cision hasn’t been reached yet. c) miser, skinflint.<br><p-l>merendami </p-l>to flood, put water on s.t. ~ <i>sawah</i> to flood rice fields.<br><p-l>merendamkan </p-l>to immerse, soak in a liquid; to inundate, flood with water. ~ <i>sawah</i> to inundate a rice field.<br><p-l>terendam </p-l>[and <br><p-l>kerendam </p-l><p-n>coq</p-n>] <br><p-l>1 </p-l>soaked, immersed, submerged (in water, etc.). <br><p-l>2 </p-l>stayed somewhere for a long time. <i>Ia</i> ~ <i>di</i> <i>rumah</i> <i>orangtua</i> <i>saya</i>. He got stuck in my parents’ house. <br><p-l>3 </p-l>ab- sorbed (in). <i>Ia</i> <i>sedang</i> ~ <i>dalam</i> <i>novélnya</i>. He was absorbed in his novel. ~ <i>sama</i> <i>basah</i>, <i>terampai</i> <i>sama</i> <i>kering</i> to share one’s joys and sorrows; → RINGAN <i>sama</i> <i>dijinjing</i>, <i>berat</i> <i>sama</i> <i>dipikul</i>.<br><p-l>rendaman</p-l> <br><p-l>1 </p-l>s.t. that has been soaked (in a liquid). <br><p-l>2 </p-l>bath, place for soaking s.t. ~ <i>pencuci</i> developing bath.<br><p-l>perendam </p-l>soaking agent/device. <i>larutan</i> ~ soaking agent solution.<br><p-l>perendaman </p-l>soaking, hydrocooling.
