#no sort
DEU 23:3	<p-n>@Jutulonomi 23:3</p-n>	Mu Amonayiti na mu Mobbayiti tabakoyooba bambungano ya Jehova; kusikila kuzyalani lyakkumi lyabasilunyungu lwakwe, takwe wabo uyooba simbungano ya Jehova. 
DEU 23:4	<p-n>@Jutulonomi 23:4</p-n>	Eechi chilaakuti nkambo takwe nibakakuswaana achinkwa alimwi amanzi mumugwagwa eelyo nibakazwa aanze a Ijiputi, alimwi bakatamba Bbalaamu mwana mlombe wa Bbiyooli uzwa ku Peto iilimu Amulamu Nahalayimu, kuti akutuke.
DEU 23:5	<p-n>@Jutulonomi 23:5</p-n>	Pesi Jehova Leza wakatali kuswilila kuli Bbalaamu; anukuti, Jehova Leza wako wakasandula lutuko lwakaba chilongezyo chako, nkambo Jehova Leza wako wakakuyanda. 
DEU 23:6	<p-n>@Jutulonomi 23:6</p-n>	Toyelede kuyanduula Luumuno lwabo naa kuzwidilila, mumazuba aako.
DEU 23:7	<p-n>@Jutulonomi 23:7</p-n>	Toyelede kusampawula mu Edomu, nkaambo muchizi wako; tamwelede kutuka mu Ijiputi, nkambo wakali muzwakule munyika yakwe. 
DEU 23:8	<p-n>@Jutulonomi 23:8</p-n>	Basilunyungu bazyalani lyatatu bazyedwe kuli mbabo bakonzya kuba bambungano ya Jehova.
DEU 23:9	<p-n>@Jutulonomi 23:9</p-n>	Eelyo nimuyoyenda mbuli impi aatala lyabasinkondonyokwe, mpawo mwelede kulibamba kuzwa kuchintu chibi choonse. 
DEU 23:10	<p-n>@Jutulonomi 23:10</p-n>	Kuti nkakuli naba mwalumi uusofweede akkati kanu nkambo kazyachitika kulinguwe mansiku, mpawo welede kuzwa munkambe yampi; tayelede kuoola munkambe. 
DEU 23:11	<p-n>@Jutulonomi 23:11</p-n>	Eelyo golezya niliyoosika, welede kulisanzya mumaanzi; eelyo izuba niliyoobbila, uyooboola mukkati kunkamba.
DEU 23:12	<p-n>@Jutulonomi 23:12</p-n>	Mwelede kuba abusena alimwi aanze aankamba nkoloyinka;  
DEU 23:13	<p-n>@Jutulonomi 23:13</p-n>	alimwi uyooba achimwi akati kazibelesyo zyako chakusisya; eelyo noyosunsumana aansi kuti ulivune, welede kusya musele anchicho alimwi ubwedezye musele mpawo uvwikkile eezyo zinoli zyazwa kulinduwe. 
DEU 23:14	<p-n>@Jutulonomi 23:14</p-n>	Nkambo Jehova Leza wanu, uleenda aakati kankaamba yanu kukumupa kuzunda alimwi akupeda basinkondonyokwe mumaanza eenu. Aboobo nkamba yenu iyelede kusalala, nkokuti ataboni nichiba chintu aakati kanu alimwi amufutatile.
DEU 23:15	<p-n>@Jutulonomi 23:15</p-n>	Tamwelede kubwedezya kuli simalelo wakwe muzike uuchijide kuzwa kuli simalelo wakwe. 
DEU 23:16	<p-n>@Jutulonomi 23:16</p-n>	Mumuleke apone andinywe, muli niliba lili dolopo ndyaasala. Mutamupenzyi.
DEU 23:17	<p-n>@Jutulonomi 23:17</p-n>	Kutakabi naba omwe sibwaamu akati kanu nabaani mubana basimbi ba Izilayeli, naakuti naba omwe sibwamu akati kabana balombe ba Izilayeli. 
DEU 23:18	<p-n>@Jutulonomi 23:18</p-n>	Muteeti mpindu zyasibwaamu naa mpindu zyamubwa mung'anda ya Jehova Leza wanu akambo kanechiba chikonke; nkambo zyobilwe eezi zilatondwa kuli Jehova Leza wanu.
DEU 23:19	<p-n>@Jutulonomi 23:19</p-n>	Tamweelede kukweleta chakujana mpindu kumu Izilayili nyokwe -- mpindu yamali, mpindu yachilyo, naa mpindu yachiliba niinzi chikweletwa chakujania mpindu. 
DEU 23:20	<p-n>@Jutulonomi 23:20</p-n>	Kumuzwakule mulakonzya kukweleta chakujania mpindu; pesi kumu Izilayeli nyokwe tamwelede kukweleta chakujania mpindu, kuti Jehova Leza wanu amulongezye kuli zyoonse nzimubika kuboko kwenu, munyika njimuyonjila kuti mukiivube.
DEU 23:21	<p-n>@Jutulonomi 23:21</p-n>	Eelyo nimuchita chikonke kuli Jehova Leza wenu, tamwelede kumuka kuchizuzikizya, nkambo Jehova Leza wenu nchobeni uyochiyanda; chiyooba chiibi kulinduwe kutachizuzikizya. 
DEU 23:22	<p-n>@Jutulonomi 23:22</p-n>	Pesi kuti tokonzyi, tachinoli chibi pe kulinduwe. 
DEU 23:23	<p-n>@Jutulonomi 23:23</p-n>	Eecho chakazwa mumilomo yako welede kuchilangisisya alimwi echichite; mbuli mbwakakonka kuli Jehova Leza wako, nichiba chilibuti nchiwaka syomezya chakulimvwida amulomo wakwe.
DEU 23:24	<p-n>@Jutulonomi 23:24</p-n>	Eelyo nonjila mumuunda wamasansa wasimayakilane wako, uyolya misansa myiingi njoyanda, pesi utakabikki niliba limwi muchisuwo. 
DEU 23:25	<p-n>@Jutulonomi 23:25</p-n>	Eelyo nonjila mumuunda wasimayakilane wako aatubide, ulakonzya kutyola mitwe yamayila akuboko kwako, pesi utabiki jekeso kumayila asimayakilane wako aatubide.
DEU 24:1	<p-n>@Jutulonomi 24:1</p-n>	Na mwalumi wabweza mwanakazi akumukwata, kuti takwe najana buuya mumeso aakwe nkambo takwajana zintu zibotu kulinguwe, elyo welede kulembela chitupa chakulekwa, kuchibika mumaboko aakwe, akumutanda kuzwa mung'anda yakwe. 
DEU 24:2	<p-n>@Jutulonomi 24:2</p-n>	Eelyo nazwa mung'anda yakwe, uleenda akuyokwatwa awumbi mwalumi.
DEU 24:3	<p-n>@Jutulonomi 24:3</p-n>	Kuti mwalumi wabili wamusula akumulembela chitupa chakulekwa, kuchibika mumaanza akwe, akumutanda kuzwa mung'anda yakwe; nikuba kuti mulumi wabili abe mwanakazi wakwe - 
DEU 24:4	<p-n>@Jutulonomi 24:4</p-n>	mpawo oyo mulumi wakwe wakusanguna, oyo wakasangwine kumutanda, tayelede lubo kuti abe mwanakazi wakwe, musule akusofwala; eechi chilaba chisesemyo kuli Jehova. Toyelede kuchita nyika kuti iibe amulandu, inyika Jehova Leza wanu njamupa mbuli lukono lwanu.
DEU 24:5	<p-n>@Jutulonomi 24:5</p-n>	Eelyo mwanakazi wabweza mwanakazi mupya, tayinki kunkondo aampi, nekuba kupegwa umwi mulimu; weelede kwangunuka kuba kumunzi kwamunyaka omwe akusamawusya mwanakazi wakwe ngwaakwata.
DEU 24:6	<p-n>@Jutulonomi 24:6</p-n>	Taakwe mwalumi ubweza ziyo kana mwanaweziyo mbuli chisyomezyo, nkambo unoli wabweza buumi bwamuntu mbuli chisyomezyo.
DEU 24:7	<p-n>@Jutulonomi 24:7</p-n>	Kuti mwalumi wajanika nkalikubba umwi wababunyiina kuzwa akati kkabantu bamu Izilayeli, akumujata mbuli muzike akumuuzya, oyo mubbi ngafwe, alimwi muyogwisya bubi kuzwa akati kanu.
DEU 24:8	<p-n>@Jutulonomi 24:8</p-n>	Amuchenjele kubulwazi bwachipele kuchitila kuti mubambe mukalangisisye chabuluziluzi akuyotobelezya malayilile ngibamupa bapayizi, ba Levi, ngibamuyiisya, mbuli mbendamulayilila, aboobo muchite. 
DEU 24:9	<p-n>@Jutulonomi 24:9</p-n>	Amuyubulukwe Jehova Leza wanu nzyakachita kuli Miliyemu nimwakali kuzwa ku Ijiputi.
DEU 24:10	<p-n>@Jutulonomi 24:10</p-n>	Elyo nokweletesya ngoyakilene awe kufumbwa chikwelete, toyelede kunjila mung'anda yakwe kuyotola nchasyomezya. 
DEU 24:11	<p-n>@Jutulonomi 24:11</p-n>	Ulimikila anze, alimwi mwalumi nguwakweletesya uleeta nchaasyomezya aanze kulinduwe.
DEU 24:12	<p-n>@Jutulonomi 24:12</p-n>	Kuti nkali mwalumi muchete, toyelede kuyowona anchiwasyomezya mubuvubi bwako. 
DEU 24:13	<p-n>@Jutulonomi 24:13</p-n>	Nkasimpe welede kubwedezya nchiwasyomezya kulinguwe izuba lyaya kukubbila, kuti awone muli chakulivumba chakwe akulongezye; chinosalala kulinduwe kunembo lya Jehova Leza wako.
DEU 24:14	<p-n>@Jutulonomi 24:14</p-n>	Toyelede kudyamiizya simulimu muchete ufwaba, nikuba munyokwe mu Izilayeli, kana muzwakule oyo ulimunyika yanu ulimumilyango yadolopo lyanu. 
DEU 24:15	<p-n>@Jutulonomi 24:15</p-n>	Izuba limwi alimwi welede kumupa mufolo wakwe; zuba talyelede kubbila makani akwe katana bambidwe, nkambo muchete alimwi ulangilide ali nzizyo. Chita oobo kuti atakwambilizyi kuli Jehova, akuti utachiti chibi
DEU 24:16	<p-n>@Jutulonomi 24:16</p-n>	Bazyali tabelede kufwida milandu yabana, nikuba bana bajiilwa milandu yabazyali. Anukuti, umwi awumwi welede kufwida milandu yakwe mwini.
DEU 24:17	<p-n>@Jutulonomi 24:17</p-n>	Toyelede kubelesya chakwangila kukugwisya bululami bwelede muzwakule kana muchaala, kana kubweza chilivumbyo chamukamufu mbuli chisyomezyo. 
DEU 24:18	<p-n>@Jutulonomi 24:18</p-n>	Anukuti, mwelede kuyubulukwa kuti mwakali bazike anywebo mu Ijiputi, alimwi Jehova Leza wanu wakamuvuna kuzwa oko. Aboobo ndikumulayilila kuti mubambe mulayiizyo oyu.
DEU 24:19	<p-n>@Jutulonomi 24:19</p-n>	Elyo nimutyola butebuzi bwanu mumyuunda yanu, alimwi kuti mwaluba chisuwo chamiila mulukuba, tamwelede kubweeda kuyochitola, cheleede kuba chabenzu, bamuchala kana bamukabafu, kuti Jehova Leza wanu amulongezye kumilimo yamanza anu. 
DEU 24:20	<p-n>@Jutulonomi 24:20</p-n>	Nimutikinia minsamu yanu yama Olifa, tamwelede kwiyindulula lubo mitabi, iyooba yabeenzu, bamuchaala, kana bamukabafu.
DEU 24:21	<p-n>@Jutulonomi 24:21</p-n>	Elyo nimubungika masansa munkuba, tamwelede kuchela chakwindulula. Ezyo zisyaala ziyoba zyabeenzu, bamuchala aba mukabafu. 
DEU 24:22	<p-n>@Jutulonomi 24:22</p-n>	Mwelede kuyubulukwa kuti mwakali bazike munyika ya Ijiputi; aboobo ndikumulayilila kuti mubambe mulayizyo oyo
DEU 25:1	<p-n>@Jutulonomi 25:1</p-n>	Kuti kwaba kutamvwanana akati kabalumi awumwi binka kunkuta, ababetesi bababeteka, elyo balangununa mululami akupa mulandu kuli utaluleme. 
DEU 25:2	<p-n>@Jutulonomi 25:2</p-n>	kuti wajanwa amulandu nkayelede chisubulo chakuumwa, elyo wati alale awumwe mumeso akwe mumweelwe wazyuumyo, mbuli mulandu wakwe.
DEU 25:3	<p-n>@Jutulonomi 25:3</p-n>	Mubetesi ukonzya kumupa zyumo zilimakumi oone, pele tayelede kwinzizya oyo mweelwe, nkambo na ulinzizya mweelwe oyo akumuuma azyumyo zyingi, elyo babunyina bako ba Izilayeli bayoba bweeme kunembo lyamenso ako.
DEU 25:4	<p-n>@Jutulonomi 25:4</p-n>	Utamwangi mulomo musune ulyatuuka mayiila.
DEU 25:5	<p-n>@Jutulonomi 25:5</p-n>	Kuti bana bakwabo bakala antomwe alimwi umwi wafwa, nkatakwe mwana mwalumi, elyo mwanakazi wasikufwa tayelede kuzwa akuyokwatwa kumbi kunze empuli.  Anukuti, mwanike kana mukulana wasikufwa welede kwinka kulinguwe akumubweza kuba mwanakazi wakwe, akuchita milimo yamukulana wamulumi kumwanakazi. 
DEU 25:6	<p-n>@Jutulonomi 25:6</p-n>	Echi nkukuti mwana mutaanzi ngwatazyale uyoolya izina lyamukulana mufwi, kuti izina lyakwe litalobi mu Izilayeli.
DEU 25:7	<p-n>@Jutulonomi 25:7</p-n>	Nakuti tayanda kubweza banamukulana elyo banamukulana belede kuya kumulyango kubapati akuti, mwalumi wamulimangu wakaka kubusizya mwalu wakwe izina mu Izilayeli; tayandi kubeleka milimo yamwalu wakwe kulindime. 
DEU 25:8	<p-n>@Jutulonomi 25:8</p-n>	Elyo bapapti bedolopo lyakwe balamwiita akumubuzisisya. Pele nawinkilila anembo akuti, ''nsilimvwidi kumubweza.'
DEU 25:9	<p-n>@Jutulonomi 25:9</p-n>	Elyo banamwalu wakwe belede kwinka kulinguwe kunembo lyabapati, bagwisye nsangu zyakwe kumawulu, akumuswida kumenso. Bamusandule kuti, ezi nzizichitwa kumuntu utayandi kuyaka ng'anda yamwaalu wakwe.' 
DEU 25:10	<p-n>@Jutulonomi 25:10</p-n>	Izina lyakwe liyotegwa mu Izilayeli, 'Ninganda yayoyo wakagwisigwa insangu.'
DEU 25:11	<p-n>@Jutulonomi 25:11</p-n>	Kuti balumi balwana umwi amwenzinyina, alimwi mwanakazi wawumwi waza kuzovuna mulumi wakwe kuzwa mumaboko ayoyo wamuuma, alimwi kuti watandabika kuboko kwakwe akumubwezala mutambo kunsiswa, 
DEU 25:12	<p-n>@Jutulonomi 25:12</p-n>	mpawo welede kumukosola kuboko kwakwe, linso lyako talyelede kumufwida luzyalo.
DEU 25:13	<p-n>@Jutulonomi 25:13</p-n>	Toyelede kuba abulemu busiyene muchikomo chako, bupati abunini. 
DEU 25:14	<p-n>@Jutulonomi 25:14</p-n>	Toyelede kuti mung'anda yako kube mweelwe isiyene, impati anini.
DEU 25:15	<p-n>@Jutulonomi 25:15</p-n>	Bulemu bululeme abulemu buzwide welede kubabo; mweelwe uzwide awululeme ngoyelede kubaawo, aboobo kuti ube amazuba malamfu munyika eyo Jehova Leza wako njakupa. 
DEU 25:16	<p-n>@Jutulonomi 25:16</p-n>	Aabo boonse bachita zintu ezi, boonse babeleka zitaluleme, nzisesemyo kuli Jehova Leza wako.
DEU 25:17	<p-n>@Jutulonomi 25:17</p-n>	Koyubulukwa eezyo Ameleki nzyakakuchitila mumugwagwa nkamuzwa mu Ijiputi. 
DEU 25:18	<p-n>@Jutulonomi 25:18</p-n>	mbuli mbakakuswanizya mumugwagwa akulwana abamwi banu bakali musule, boonse bakakkatede bakali musule lyenu. Nimwakawizukide akukkatala; takalemeka Leza. 
DEU 25:19	<p-n>@Jutulonomi 25:19</p-n>	Nkiinkako, elyo Jehova Leza wanu wamupa kulyokeezya kuzwa kuli basinkondonyokwe bamwengelede, munyika eyo Jehova Leza wanu njamupa kuti mwiivube mbuli lukono, tamwelede kuluba kuti mwelede kunyonyoona chibalusyo chaba Ameleki kuzwa ansi lyejulu.
DEU 26:1	<p-n>@Jutulonomi 26:1</p-n>	Chiindi nutayoosike munyika eeyo Jehova Leza wanu njalikukupa mbuli lukono, alimwi nutayooyivube akukkala mulinjiyo, 
DEU 26:2	<p-n>@Jutulonomi 26:2</p-n>	eelyo welede kubweza zimwi zitaanzi zyabutebuzi boonse bwanyika Jehova Leza wanu njalikukupa. Weleede kubika muchisuwo alimwi wende kunyika eeyo Jehova Leza wanu  njatasale mbuli lubuwa lwake lwakukombela.
DEU 26:3	<p-n>@Jutulonomi 26:3</p-n>	Weleede kweenda kumupayizi ooyo utanoobeleke mumazuba  aayo akwaamba kuti kulinguwe, 'Ndazumina sunu kuli Jehova Leza wanu kuti ndasika kunyika eeyo Jehova njakakonkezya kuli basikale besu kuti atupe.' 
DEU 26:4	<p-n>@Jutulonomi 26:4</p-n>	Mupayizi uleleede kubweza chisuwo kuzwa kuluboko akuchibikka kunembo lyachipayililo cha Jehova Leza wanu.
DEU 26:5	<p-n>@Jutulonomi 26:5</p-n>	Weelede kuyowamba kunembo lya Jehova Leza wako, 'Sikale wangu mu Alamu. Simutuntuli wakaya ku Ijipiti akwakukkala nkuko, alimwi bantu bakwe bakali bache mumweelwe. Nkukooko wakaba mupati, singuzu akuba aachisi chilampuwo.
DEU 26:6	<p-n>@Jutulonomi 26:6</p-n>	Ba Igipita bakatule bubi akutupenzya bakatuchita kuti tuchite milimu yabuzike. 
DEU 26:7	<p-n>@Jutulonomi 26:7</p-n>	Twakalilila Jehova wabama taata esu akubona kupenzegwa kwesu, kubeleka kwesu akudyamininwa kwesu.
DEU 26:8	<p-n>@Jutulonomi 26:8</p-n>	Jehova wakatugwisya mu Igipita ajaanza lilanguzu, aluboko lutandabede, aziyoosyo zipati, azitondezyo, azigambyo, 
DEU 26:9	<p-n>@Jutulonomi 26:9</p-n>	alimwi watweeta kubusena oobu akatupa nyika eyi, nyika eeyi yeeta maliili abuchi.
DEU 26:10	<p-n>@Jutulonomi 26:10</p-n>	Lino laanga, ndeeta butebuzi butaanzi bwanyika eeyi yako Jehova, njindakupa: uleleede kubikka kunembo lyakwe. 
DEU 26:11	<p-n>@Jutulonomi 26:11</p-n>	Alimwi uleleede kubotelwa kuli zyoonse zibotu  eezyo Jehova Leza wanu nzyamuchitilabanganda yako_iwe, abaLevi, bazwakule abali akati kanu.
DEU 26:12	<p-n>@Jutulonomi 26:12</p-n>	Nimutayomane kupa zyakkumi  zyoonse  zyabutebuzi kukkole lyachitatu, eezi zimbuli kuti , kkole lyachakkumi, mponya uleleede kuzipa kuba Levi, kubazwakule, kulibamuka muchaala, akulibamuka bafu,   kuchitila kuti balye mudolopo lyanu akukkuta. 
DEU 26:13	<p-n>@Jutulonomi 26:13</p-n>	Muleleede kwaamba kunembo lya Jehova Leza wanu, ndeeta kuzwa kunganda yanu zintu zyakuli Jehova, alimwi ndazipa kuba Levi, kubazwakule, kuli bamuchala, akuli bamuka bafu, akwendelana amilayo yoonse eeyi njindamupa. Takwe nindatyola kufumbwa mulawwo wako,na ndayiluba.
DEU 26:14	<p-n>@Jutulonomi 26:14</p-n>	Takwe nindalya kufumbwa wachincho mukulila kwangu, nikuba ndachibikka kumbi nindakachili sizinyonyono, na ndachipa kufumbwa mukulemekezya kufwide. Ndaswilizya kujwi lya Jehova Leza wangu; ndakalemeka zyoonse nzimwakandilayilila kuti ndichite. 
DEU 26:15	<p-n>@Jutulonomi 26:15</p-n>	Langa aansi kuzwa kubusena busalala nkukkala kuzwa kujulu, alimwi longezya bantu bako Izilayili, anyikanjwakatipa, mbuli mbwakakonkezya kuma taata esu, nyika yeeta maliili abuchi.
DEU 26:16	<p-n>@Jutulonomi 26:16</p-n>	Sunu Jehova Leza wanu ulikulayilila kuti lemeka milayo eeyi amilaazyo, nkinkaako uyoyibamba, alimwi ukabachitile amooyo wako woonse. 
DEU 26:17	<p-n>@Jutulonomi 26:17</p-n>	Wakazumina sunu kuti Jehova ngu Leza wanu, alimwi kuti muyoyeenda munzila zyakwe  akubamba milayo yakwe, amulayilile ake, ambeta zyakwe, akuti uyoswilizya ijwi lyakwe.
DEU 26:18	<p-n>@Jutulonomi 26:18</p-n>	Sunu  Jehova  wazumina kuti mulibantu bakwe bali ndoolukono lwakwe, mbuli mbakamusomezya, alimwi kuti mubambe milayo yakwe yoonse, 
DEU 26:19	<p-n>@Jutulonomi 26:19</p-n>	alimwi uyoomusumpula aajulu azyoonse zisi zimbi nzyakachita, alimwi muyotambula kulumbayizigwa, kuzibikana, abulemu.  Muyoba bantu basalindwe kuli Jehova  Leza wanu, mbuli mbwaamba.
DEU 27:1	<p-n>@Jutulonomi 27:1</p-n>	Mozesi abapati ba Izilayeli bakalayilila bantu akwamba kuti, ''Amubambe woonse ngindamulayilila sunu. 
DEU 27:2	<p-n>@Jutulonomi 27:2</p-n>	Mubuzuba nimutayoyinde Jodani kunyika eyo Jehova Leza wanu njalikumupa, ulelede kubika mabwe mapati alimwi akwalamba amulambo. 
DEU 27:3	<p-n>@Jutulonomi 27:3</p-n>	Ulelede kulemba alingawo woonse mabala mulawu oyu nimutayozubuke; kuti mukayinke munyika eeyo Jehova Leza wanu njalikumupa, nyika yeeta malili abuchi, mbuli Jehova, Leza wabasikale banu, mbakamusyomezya.
DEU 27:4	<p-n>@Jutulonomi 27:4</p-n>	Nimutayozubuka Jodani, mukabike mabwe aya ngindikumulayilila atala angawo sunu, a Chilundu cha Ebbalu, akwazilulula amulambo. 
DEU 27:5	<p-n>@Jutulonomi 27:5</p-n>	Ooko mwelede kuyoyaka chipayililo kuli Jehova Leza wanu, chipayililo chamabwe; pesi mutakabelesyi chibelesyo chalubulo kuti chibeleke mabwe.
DEU 27:6	<p-n>@Jutulonomi 27:6</p-n>	Mulelede kuyaka chipayililo cha Jehova Leza wanu amabwe atana belesegwa; alimwi mulelede kupa azipayizyo zyakutenta alinchicho kuli Jehova Leza wanu, 
DEU 27:7	<p-n>@Jutulonomi 27:7</p-n>	alimwi mukapayizye zipayizyo zyalumvwanano mpawo muyolya nkukoko muyobotelwa kunembo lya Jehova Leza wanu. 
DEU 27:8	<p-n>@Jutulonomi 27:8</p-n>	Uyolemba amabwe mabala woonse amulawo oyu kabotu antandabale.''
DEU 27:9	<p-n>@Jutulonomi 27:9</p-n>	Mozesi abapayizi ba Levi bakaambula ku Izilayeli yoonse akwaamba kuti, ''Amumune alimwi muswilizye, Izilayeli: Sunu mwaba bantu ba Jehova Leza wanu. 
DEU 27:10	<p-n>@Jutulonomi 27:10</p-n>	Nkiinkako mwelede kuluka ijwi lya Jehova Leza wenu alimwi mulemeke malayilile amilayizyo eyo njindimukumulayilila sunu.''
DEU 27:11	<p-n>@Jutulonomi 27:11</p-n>	Mozesi wakalayilila bantu buzuba mbuboobo akwamba kuti, 
DEU 27:12	<p-n>@Jutulonomi 27:12</p-n>	''Mikowa eyi yelede kwimikila a chilundu cha Gelizimu kuti balongezye bantu kuzwa nibatayozubuke Jolodani: Simiyoni, Levi, Juda, Izakka, Jozefu, a Bbenjamini.
DEU 27:13	<p-n>@Jutulonomi 27:13</p-n>	Eyi njemisyobo iyelede kwimikila a chilundu cha Ebbalu kuti bambilizye intuko: Lubbeni, Gadi, Asha, Zebbuluni, Dani, a Nafutali. 
DEU 27:14	<p-n>@Jutulonomi 27:14</p-n>	Ba Levi bayosandula akwamba kuti kubalumi boonse ba Izilayeli ajwi pati:
DEU 27:15	<p-n>@Jutulonomi 27:15</p-n>	Ngatukwe muntu ooyo uchita chikozyanio na chibezedwe, chisesemyo kuli Jehova, mulimu wamaboko wasikubeza, alimwi achibika asisikene.' Eelyo bantu boonse balelede kusandula akwamba akuti , Ameni.
DEU 27:16	<p-n>@Jutulonomi 27:16</p-n>	Ngaatukwe muntu oyo uutalemeki wisi na banyina.' Elyo bantu boonse bawambe kuti, Ámeni.' 
DEU 27:17	<p-n>@Jutulonomi 27:17</p-n>	'Atukwe muntu oyo uugwisya mugaano wasimabambane wakwe.' Elyo bantu boonse baambe kuti, Ámeni.
DEU 27:18	<p-n>@Jutulonomi 27:18</p-n>	Atukwe muntu ooyo uchitaa moofu kuti ayempete kuzwa munzila.' Eelyo bantu boonse baambe kuti, Ámeni.'  
DEU 27:19	<p-n>@Jutulonomi 27:19</p-n>	Atukwe muntu ooyo ubelesya chamanguzu kuti agwisye lumuno kwiinda kumuzwakule, bamuchaala, na mukamufu. Elyo bantu boonse baambe kuti, Ámeni.
DEU 27:20	<p-n>@Jutulonomi 27:20</p-n>	''Atukwe muntu ooyo uwona amwanakazi wawisi, nkambo wabweza zyelelo zyawisi.' Eelyo bantu boonse bambe kuti, Ámeni.'  
DEU 27:21	<p-n>@Jutulonomi 27:21</p-n>	'Atukwe muntu oyo uwona amunyama.' Elyo bantu boonse baambe kuti, 'Ameni.'
DEU 27:22	<p-n>@Jutulonomi 27:22</p-n>	'Atukwe muntu oyo uwona amuchizi wakwe, mwana musimbi wawisi, na mwana musimbi wabanyina.' Elyo bantu boonse baambe kuti, 'Ameni.' 
DEU 27:23	<p-n>@Jutulonomi 27:23</p-n>	'Ngatukwe muntu oyo uwona abanyinazyala.' Elyo bantu boonse baambe kuti,  'Ameni.
DEU 27:24	<p-n>@Jutulonomi 27:24</p-n>	'' Atukwe muntu ooyo ujaya simabambanwa wakwe chakumusisikizya. Elyo bantu boonse baambe kuti, 'Ameni.' 
DEU 27:25	<p-n>@Jutulonomi 27:25</p-n>	'Atukwe muntu oyo umubweza masinkamulomo kukujaya muntu utakwe mulandu. Elyo bantu boonse baambe kuti, 'Ameni.'
DEU 27:26	<p-n>@Jutulonomi 27:26</p-n>	'Atukwe muntu oyo utazuminini mabala a mulawu oyu, kuti akilemeke.' Elyo bantu boonse baambe kuti, 'Ameni.
DEU 28:1	<p-n>@Jutulonomi 28:1</p-n>	Kuti waswilizya kabotu kujwi lya Jehova Leza wako kuchitila kubamba yoonse milawu yakwe eeyo njindili kukulayilila sunu, Jehova Leza wako uyokubika atala amanyika woonse aanyika. 
DEU 28:2	<p-n>@Jutulonomi 28:2</p-n>	Zyoonse zilongezyo eezi ziyoza aalinduwe alimwi ziyokuvulila, kuti waswilizya kujwi lya Jehova Leza wako.
DEU 28:3	<p-n>@Jutulonomi 28:3</p-n>	Kulongezegwa uyobaako mudolopo alimwi kulongezegwa uyobaako mumuunda. 
DEU 28:4	<p-n>@Jutulonomi 28:4</p-n>	Kuyolongezegwa muchelo wabula bwako, imuchelo walubuwa lwako amuchelo wazivuubwa zyako, akuyungizigwa kwatanga lyang'ombe alukwichi lukwichi lwambelele zyako.
DEU 28:5	<p-n>@Jutulonomi 28:5</p-n>	Kuyolongezegwa insangwa yako abulondozi bwako. 
DEU 28:6	<p-n>@Jutulonomi 28:6</p-n>	Uyolongezegwa aawo noyonjila mukati, alimwi uyolongezegwa aawo notakazwe aanze.
DEU 28:7	<p-n>@Jutulonomi 28:7</p-n>	Jehova uyochita kuti basinkondonyokwe bakakubukile ikuti bakapwayilwe aansi kunembo lyako; bayoozwa aantanganana kukulwana munzila yomwe pesi bayomwayikizyania kunembo lyako munzila zili musanu azibili. 
DEU 28:8	<p-n>@Jutulonomi 28:8</p-n>	Jehova uyolayilila zilongezyo kuti zize aali n duwe muntombo zyako akuli zyoonse eezyo nzyobika kuboko kwako; uyokulongezya munyika eeyo njali kukupa.
DEU 28:9	<p-n>@Jutulonomi 28:9</p-n>	Jehova uyomuchita kuti mukabe bantu bapambwididwe nguwe, mbuli mbakonkezya kuli ndinywe, kuti mwabamba milayililo ya Jehova Leza wako, alimwi mweende munzila zyakwe. 
DEU 28:10	<p-n>@Jutulonomi 28:10</p-n>	Bonse bantu banyika bayoobona kuti mwiitwa aazina lya Jehova, alimwi bayomuyoowa.
DEU 28:11	<p-n>@Jutulonomi 28:11</p-n>	Jehova uyomuchita kuti mukazwidilile loko mumichelo yabulo bwenu, mumuchelo wazivuubwa zyanu, alimwi amumuchelo walubuuwa lwanu mubusena oobo mbwakonka kumawuso kuti bamupe. 
DEU 28:12	<p-n>@Jutulonomi 28:12</p-n>	Jehova uyojula kulindinywe ing'anda yabulondozi yamajulu kuti akamupe imvula yanyika yanu muchindi cheelede, akulongezya milimo yakuboko kwako; uyoboleka kumanyika miingi, pesi tokoyokweleta pe.
DEU 28:13	<p-n>@Jutulonomi 28:13</p-n>	Jehova uyokuchita mutwe, alimwi peepe muchila; uyoba ajulu kwalyoonse, alimwi takwe notakabe munsi, kuti waswilizya milawu ya Jehova Leza wako eeyo njindili kumulayilila sunu, kuchitila kuyilangisisya akuyoyichita, 
DEU 28:14	<p-n>@Jutulonomi 28:14</p-n>	alimwi kuti tewafutatila nikuba limwi lyamajwi aayo ngindili kukulayilila sunu, kukuboko kwachilisyo na kwachimwensi, kukuti utobele bamwi baleza kukubabelekela.
DEU 28:15	<p-n>@Jutulonomi 28:15</p-n>	Pesi kuti tewaswilila kujwi lya Jehova Leza wako, kukubamba yoonse milawu yakwe alimwi azyiimo zyakwe zyamulawu eezyo nzindili kukulayilila sunu, awo yoonse milandu iyoza aali nduwe alimwi iyokuzunda.
DEU 28:16	<p-n>@Jutulonomi 28:16</p-n>	Uyoba kotukidwe mudolopo, alimwi uyooba kotukidwe mumuunda. 
